trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
18,False,"{'a': 0.5, 'e': 0.15009463529699918}",30,0,-7.8977587016864295,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.13508517176729928}",25,0,-58.74328818001515,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.12157665459056935}",30,13,20.127901084171963,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.10941898913151242}",25,9,-1.5147147903093694,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.09847709021836118}",30,14,-31.535377351603692,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
23,False,"{'a': 0.5, 'e': 0.08862938119652507}",30,0,-16.200095816540305,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.07976644307687256}",20,9,-42.455984375192934,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 1}",1
25,False,"{'a': 0.5, 'e': 0.0717897987691853}",20,0,-5.395906929809744,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.06461081889226677}",25,19,9.716360467238534,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.5, 'e': 0.058149737003040096}",25,0,-4.527293407622368,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.05233476330273609}",20,4,30.328642718941982,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.047101286972462485}",20,13,14.278558305788891,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.04239115827521624}",25,15,19.19456135024247,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.038152042447694615}",20,12,15.416193829676025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.03433683820292515}",25,0,-16.874503559308852,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.030903154382632636}",20,0,-24.017510446488004,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.027812838944369374}",20,10,13.395116162297366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.025031555049932437}",25,12,-21.912229870844467,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
36,False,"{'a': 0.5, 'e': 0.022528399544939195}",25,13,-6.432295358223939,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.020275559590445275}",25,0,14.083014776468033,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.01824800363140075}",25,7,29.621935062486287,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.016423203268260675}",20,14,11.72103229221363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.014780882941434608}",20,7,25.20401811725173,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.013302794647291147}",20,3,-8.553262810320666,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
42,False,"{'a': 0.5, 'e': 0.011972515182562033}",25,11,11.854340728688827,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.01077526366430583}",25,8,27.19079844720639,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.009697737297875247}",25,15,21.47529251960606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.5, 'e': 0.008727963568087723}",30,16,12.073057192592591,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.00785516721127895}",20,12,14.1398448356024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.007069650490151055}",25,11,-17.63960230945883,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
48,False,"{'a': 0.5, 'e': 0.00636268544113595}",30,13,30.082067256692838,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.0057264168970223555}",25,0,36.387221611935246,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.00515377520732012}",25,2,25.302050886518074,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.004638397686588108}",20,11,18.691676324295635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.004174557917929297}",30,19,17.514652783555974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.0037571021261363674}",35,24,20.352346255341377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.003381391913522731}",25,17,14.06577414283294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.0030432527221704577}",20,10,20.78583584850594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.002738927449953412}",20,6,23.244702271366975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.002465034704958071}",20,0,23.10270597629912,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.002218531234462264}",30,13,5.39095728125238,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.0019966781110160375}",25,20,10.856946357464377,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.001797010299914434}",20,13,14.095665323198691,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.0016173092699229906}",25,9,24.998559325558166,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.0014555783429306916}",20,0,24.208106794066964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.0013100205086376223}",20,9,17.04577653164422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.0011790184577738603}",20,8,20.403650899127534,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.0010611166119964743}",20,6,5.507927656580355,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.0009550049507968268}",20,6,24.862451371837615,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.0008595044557171441}",20,12,14.83073056035622,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.0007735540101454297}",25,11,26.1762056869944,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.0006961986091308868}",20,8,22.56773598803305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.0006265787482177981}",30,22,13.32380660685196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.0005639208733960184}",20,0,28.08236629202039,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.0005075287860564165}",25,13,-2.9438076150445744,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.00045677590745077487}",20,12,15.15567662817398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.0004110983167056974}",25,20,10.050841849259598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.00036998848503512764}",20,5,24.824015180220094,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.0003329896365316149}",20,13,16.510481664205784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.0002996906728784534}",20,5,23.190300380605294,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.0002697216055906081}",20,0,29.612129377716936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.0002427494450315473}",20,10,21.49983417579899,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.00021847450052839255}",30,13,27.082483582195806,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.00019662705047555332}",20,3,22.543859452476305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.000176964345427998}",20,11,17.468085647722802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.00015926791088519818}",25,8,24.771946458898974,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.00014334111979667836}",30,16,23.78039548342416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.00012900700781701054}",20,12,1.3467057494895518,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.00011610630703530949}",30,18,21.61234213023065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.00010449567633177854}",20,12,15.321331947326577,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 9.404610869860069e-05}",20,14,11.453305074187242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,13,29.165299763448342,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,16,5.673744605962016,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,8,36.56249363102706,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,8,19.402135860884627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,8,19.048417020378192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,13,17.28243052839819,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,14,12.463308144216004,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,6,23.529840161213507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,8,24.026921728196857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,12,15.852562412082671,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
